fixed acidity,citric acid,residual sugar,sulfur dioxide,density,pH,alcohol,quality
6.6,0.36,9.2,214,0.9976,3.31,9.4,5
6.4,0.29,1.8,115,0.99166,3.1,10.2,5
6.5,0.34,5.7,91,0.99184,3.28,12,7
7.5,0.32,2.4,100,0.99135,3.08,11.3,7
6.4,0.32,1.9,118,0.99074,3.32,11.8,7
6.1,0.31,1.4,129,0.99193,3.45,10.9,5
6.5,0.02,0.9,99,0.99226,3.14,9.8,4
6.6,0.3,4.6,154,0.99142,3.23,12.2,8
6.4,0.25,1.4,125,0.99091,3.23,11.1,7
6.6,0.36,9.2,214,0.9976,3.31,9.4,5
7.4,0.32,1.4,140,0.99134,3.06,11.4,6
6.4,0.29,1.8,115,0.99166,3.1,10.2,5
6.5,0.3,2.3,127,0.98964,3.13,12.8,6
6.7,0.36,2.3,125,0.99229,3.07,10.1,7
8,0.25,6.4,103,0.99148,2.91,12.2,6
6.8,0.31,2.9,121,0.9913,3.07,10.9,7
6.8,0.31,2.8,122,0.99126,3.06,10.9,7
6.8,0.31,2.9,121,0.9913,3.07,10.9,7
6.6,0.42,8.2,196,0.99562,3.14,9.4,5
7.8,0.37,1,80,0.99128,3.08,11.4,5
5.6,0.33,2.9,73,0.98896,3.17,12.9,8
6.6,0.41,7,194,0.99558,3.14,9.4,5
6.8,0.35,1.8,84,0.98961,2.91,12,7
7.3,0.28,1.5,113,0.99338,3.38,10.1,6
6.6,0.41,7,194,0.99558,3.14,9.4,5
6.6,0.42,8.2,196,0.99562,3.14,9.4,5
6.5,0.5,7.6,184,0.99572,3.17,9.2,5
6.3,0.35,2.3,109,0.99056,3.34,11.8,6
6.8,0.32,8.7,105,0.99146,3,12.3,7
7.8,0.37,1,80,0.99128,3.08,11.4,5
5.6,0.33,2.9,73,0.98896,3.17,12.9,8
6.6,0.28,6.7,91,0.99172,3.13,12.3,6
6.3,0.34,5,93,0.99012,3.27,13.5,7
6,0.3,1.9,142,0.98912,3.29,12.8,7
6.3,0.29,2,96,0.98902,3.04,12.8,7
6,0.3,1.9,142,0.98912,3.29,12.8,7
6.4,0.28,12.6,124,0.99539,3.2,10.6,6
6.7,0.27,5.2,96,0.99129,3.16,12.4,7
6.3,0.29,2.1,142,0.98956,3.22,12.9,7
6,0.29,1.1,152,0.9916,3.54,11.1,7
5.9,0.28,1.3,95,0.98889,3.08,12.9,7
7.3,0.33,1.1,64,0.99012,3.1,11.8,7
6.6,0.38,9.2,243,0.99833,3.23,9.1,6
5.8,0.37,1.2,74,0.98853,3.09,12.7,7
5.8,0.37,1.1,96,0.98942,3.16,12,6
5.6,0.32,8.3,105,0.99266,3.24,11.2,6
6.6,0.35,1.8,105,0.98962,3.19,12.4,7
5.1,0.28,1.4,148,0.99168,3.5,10.4,5
7.5,0.36,15.7,124,0.9968,3.06,10.4,5
6,0.33,4.35,80,0.98934,3.29,12.7,6
5.7,0.3,1.8,105,0.98995,3.48,12.5,7
7.1,0.31,1.6,103,0.991,3.14,12,6
6.9,0.3,2,117,0.99152,3.16,11.6,6
6.8,0.28,5,126,0.99048,3.12,12.6,7
6.6,0.28,1.8,178,0.99204,3.15,10.2,5
5.8,0.36,1.3,70,0.99202,3.43,10.4,7
6.4,0.29,1,122,0.9906,3.3,11.5,5
6.7,0.34,1.4,112,0.99091,3.02,11,6
6.7,0.33,8.1,176,0.99472,3.11,10.1,6
6.8,0.32,8.6,159,0.99452,3.08,10.5,6
6.5,0.28,3.7,151,0.99177,3.23,12.1,7
5.1,0.22,5.7,146,0.9934,3.18,9.9,6
6.6,0.25,2.35,87,0.99082,3.05,11.4,6
6.9,0.29,13.65,189,0.99784,3,9.5,6
6.9,0.29,13.65,189,0.99784,3,9.5,6
6.9,0.29,13.65,189,0.99784,3,9.5,6
7.2,0.28,15.2,41,0.99665,3.17,10.9,6
7.6,0.27,4.6,98,0.99422,3.08,9.5,6
6.2,0.31,1.2,125,0.98999,3.32,12.6,6
7.6,0.27,4.6,98,0.99422,3.08,9.5,6
6.5,0.32,6.65,104,0.99254,3.18,11.1,5
6.9,0.28,13.55,189,0.99782,3,9.5,7
6.9,0.29,13.65,189,0.99784,3,9.5,6
6.8,0.24,9.8,188,0.9952,3.13,10.6,6
6.7,0.24,10.3,185,0.99519,3.12,10.6,6
6.6,0.21,6.7,157,0.99384,3.15,10.8,6
7.2,0.28,15.2,41,0.99665,3.17,10.9,6
6.4,0.27,9.9,101,0.99596,3.34,9.9,6
7.2,0.28,7.2,132,0.9935,3.08,11.3,6
6,0.28,1.1,90,0.98862,3.22,12.6,6
6.7,0.28,8.3,81,0.99151,2.96,12.5,6
6.5,0.28,11.25,87,0.9922,3.02,12.4,6
5.9,0.28,12.8,132,0.99426,3.31,11.8,7
5.3,0.23,9.65,119,0.99168,3.18,12.2,6
6.8,0.28,12.6,136,0.99556,3.19,10.7,6
6,0.33,12.2,97,0.99356,3.17,11.3,7
6.7,0.28,8.3,81,0.99151,2.96,12.5,6
6.5,0.28,11.25,87,0.9922,3.02,12.4,6
7.1,0.49,1.3,72,0.99072,3.05,11.3,7
6.4,0.27,9.9,101,0.99596,3.34,9.9,6
7.2,0.28,7.2,132,0.9935,3.08,11.3,6
6,0.28,1.1,90,0.98862,3.22,12.6,6
6,0.26,1.1,67,0.98954,3.14,11.5,6
7.6,0.26,4.8,76,0.99076,2.98,12.3,7
6.2,0.21,1.1,111,0.9889,2.97,12.2,6
6,0.25,1.4,114,0.98794,3.08,13.2,6
6.6,0.28,1.7,161,0.99207,3.13,10.2,6
7,0.28,10.6,117,0.99355,3.05,11.5,7
6,0.25,1.4,114,0.98794,3.08,13.2,6
6.2,0.21,1.1,111,0.9889,2.97,12.2,6
5.6,0.26,5.55,139,0.99336,3.47,11,6
6.9,0.24,2.1,121,0.98882,2.98,13.2,7
5.9,0.21,1.7,135,0.99341,3.32,9.5,5
7.8,0.26,9,132,0.997,3.25,10.2,6
6.6,0.28,1.7,161,0.99207,3.13,10.2,6
7,0.25,1.8,189,0.99174,3,11.4,6
6.1,0.27,4.7,140,0.99042,3.16,12.5,8
6.5,0.34,3.6,121,0.99111,3.28,12.1,7
6.9,0.35,6.9,125,0.9933,3.1,10.7,7
6.5,0.34,3.6,121,0.99111,3.28,12.1,7
6.4,0.32,4.9,156,0.99316,3.38,11.2,6
6.8,0.3,6.95,179,0.9946,3.25,10.6,6
6.4,0.31,1.9,126,0.99,3.06,11.8,6
6.1,0.27,4.7,140,0.99042,3.16,12.5,8
8.8,0.35,1.8,80,0.99016,2.95,12.6,6
6.6,0.3,11.3,77,0.99381,3.13,12.8,7
6.9,0.3,8.2,112,0.99144,3,12.3,6
6.9,0.3,8.3,113,0.99139,2.99,12.3,8
6.7,0.26,9.55,91,0.9919,2.98,12.4,6
8,0.3,8.4,115,0.99192,2.93,12.3,6
6.5,0.45,7.8,188,0.99576,3.2,9.1,5
6.6,0.46,7.8,186,0.9958,3.2,9.1,5
7.4,0.28,10.2,138,0.9951,3.1,10.6,6
6.3,0.29,5.5,189,0.99304,3.19,10.3,6
6.1,0.32,7.8,183,0.99657,3.39,9.5,5
5.6,0.33,7.4,95,0.99268,3.25,11.1,6
7.7,0.18,3.3,143,0.99392,3.12,10.8,6
8.8,0.3,5,120,0.99242,2.94,11.2,5
7.7,0.18,3.3,143,0.99392,3.12,10.8,6
8.8,0.25,5,99,0.9925,2.87,11.4,5
5.8,0.28,1.3,94,0.99092,3.21,11.2,6
5.8,0.32,1.2,119,0.99137,3.19,10.2,6
5.6,0.33,7.4,95,0.99268,3.25,11.1,6
6.1,0.32,7.8,183,0.99657,3.39,9.5,5
7.1,0.3,9.9,192,0.99642,3.12,10.2,6
6.2,0.35,0.7,111,0.9916,3.37,11,3
8.9,0.35,4.6,148,0.99458,3.15,11.5,7
6,0.17,5.6,127,0.99373,3.05,9.8,6
6.8,0.29,9.5,157,0.99586,3.11,10.1,6
6.7,0.48,14.8,195,0.99942,2.95,8.8,6
8.9,0.35,4.6,148,0.99458,3.15,11.5,7
6.1,0.3,2.1,163,0.9895,3.39,12.7,7
7.2,0.4,11.6,214,0.9963,3.1,9.8,6
7.2,0.4,11.6,214,0.9963,3.1,9.8,6
6.1,0.3,2.1,163,0.9895,3.39,12.7,7
7.6,0.49,20.15,145,1.00196,3.01,8.5,5
6.3,0.28,4.7,81,0.99036,3.24,12.7,8
6.2,0.28,4.3,105,0.989,2.98,13.1,8
7.1,0.39,14.5,156,0.99947,3.35,9.1,5
6.4,0.27,4.9,122,0.9916,3.36,12.5,6
7.1,0.4,14.55,156,0.99945,3.34,9.1,6
7.1,0.4,14.55,156,0.99945,3.34,9.1,6
5.8,0.26,10.05,162,0.99375,3.33,11.2,6
6.4,0.27,4.9,122,0.9916,3.36,12.5,6
7.1,0.39,14.5,156,0.99947,3.35,9.1,5
7.1,0.4,14.55,156,0.99945,3.34,9.1,6
7.1,0.39,15.25,158,0.99946,3.34,9.1,6
7.8,0.29,3.15,117,0.99153,3.24,11.5,5
6.2,0.27,1.3,86,0.98834,3.05,12.9,7
8.2,0.29,5.2,92,0.99138,2.95,12.5,6
6.5,0.28,1.1,83,0.98928,3.25,12.3,6
6.7,0.22,8.8,113,0.99576,3.22,9.4,5
6.7,0.44,18.5,224,0.99956,3.11,9.1,5
6.7,0.22,8.8,113,0.99576,3.22,9.4,5
6.8,0.32,1.4,106,0.99026,3.16,12,5
7.1,0.28,1.2,111,0.99174,3.18,11.1,5
5.9,0.27,5,97,0.99058,3.1,11.8,7
6,0.22,1.6,106,0.9905,3.24,11.4,6
6.7,0.44,18.75,224,0.99956,3.11,9.1,5
6.6,0.32,6,128,0.99192,3.19,12.1,8
7.3,0.3,9.4,178,0.99554,3.15,10.4,6
6,0.29,9.7,98,0.99536,3.12,9.2,6
6.7,0.29,4.75,134,0.99056,3.29,13,7
6.6,0.32,6,128,0.99192,3.19,12.1,8
6.6,0.29,5.35,106,0.99112,2.93,11.5,7
6.6,0.29,5.35,106,0.99112,2.93,11.5,7
8,0.48,6.8,134,0.99616,3.23,10,5
5.6,0.3,6.9,89,0.99266,3.25,11.1,6
5.8,0,1.4,107,0.98918,3.26,12.4,5
7.3,0.24,0.9,86,0.98926,2.9,12.2,6
6,0.13,1.2,172,0.99114,3.06,10.6,5
6.1,0.31,1.3,145,0.9912,3.41,11.1,7
5.8,0.2,2.6,123,0.98936,3.36,13.9,7
7.6,0.28,12,143,0.9983,2.99,9.2,6
6.8,0.4,9.85,103,0.99532,2.98,10.5,6
6.8,0.34,2,111,0.99,3.24,12.9,6
6.2,0.31,1.6,106,0.98914,3.26,12.9,7
6.9,0.41,7.8,171,0.99537,3.12,9.6,5
6.8,0.34,1.9,108,0.99,3.25,12.9,6
6.8,0.34,2,111,0.99,3.24,12.9,6
6.6,0.27,10.3,219,0.99742,3.04,8.8,5
6.6,0.36,1.1,93,0.98884,3.23,13.2,8
7.6,0.28,12,143,0.9983,2.99,9.2,6
6.8,0.4,9.85,103,0.99532,2.98,10.5,6
6.7,0.36,2,131,0.99284,3.3,10.5,6
6.5,0.27,4,97,0.99026,3.2,12.6,8
6.5,0.19,1.1,191,0.99297,3.05,9.5,6
6.2,0.45,10.4,184,0.99711,3.31,9.8,6
6.2,0.24,6.1,86,0.98934,3.04,13.4,8
7.6,0.24,1.8,150,0.9913,3.05,11.8,7
6.2,0.45,10.4,184,0.99711,3.31,9.8,6
5.9,0.28,4.7,94,0.98964,3.22,13.1,7
6.5,0.27,4,97,0.99026,3.2,12.6,8
5.8,0.3,1.1,131,0.992,3.26,10.4,5
5.4,0.27,6.4,102,0.98944,3.22,13.4,8
6.1,0.26,8.15,88,0.99031,3.06,13,7
6.2,0.24,6.1,86,0.98934,3.04,13.4,8
7.5,0.32,4.8,113,0.99393,3.11,10.2,7
6.9,0.33,1.2,98,0.9904,3.07,11.7,6
6.5,0.19,1.1,191,0.99297,3.05,9.5,6
7.8,0.2,1.4,83,0.99088,3.03,11.7,6
6.7,0.31,7.4,81,0.99254,3.04,11.4,8
7.6,0.24,1.8,150,0.9913,3.05,11.8,7
8,0.44,1,111,0.99158,3.09,11.2,6
6,0.27,15.5,134,0.99408,3.19,13,7
6,0.27,15.5,134,0.99408,3.19,13,7
6.7,0.36,8.4,123,0.99473,3.34,10.9,6
6.3,0.28,2.4,102,0.98998,3.14,11.6,7
6,0.28,3.95,134,0.99146,3.3,11.3,7
6.4,0.36,2,141,0.99273,3.38,10.5,6
6.1,0.3,3,124,0.98922,3.31,13.1,7
6,0.27,15.5,134,0.99408,3.19,13,7
6.7,0.36,8.4,123,0.99473,3.34,10.9,6
6.7,0.45,14.3,181,0.99869,3.14,9.1,5
6.9,0.31,4.2,93,0.9896,3.18,13.4,7
6.5,0.34,1.4,133,0.99108,3.33,11.5,7
6,0.32,3,118,0.99134,3.38,11.2,7
7.5,0.28,4.9,155,0.99385,3.36,10.9,6
7.1,0.28,2.4,115,0.98936,3.19,13.5,7
6.7,0.45,14.3,181,0.99869,3.14,9.1,5
6.4,0.25,10.7,179,0.99606,3.17,9.9,6
7,0.24,11,167,0.99508,2.98,10.5,6
6.5,0.28,1.4,90,0.99038,3.18,11.7,7
6.3,0.31,1.2,117,0.99158,3.49,11,6
7.9,0.28,12.9,63,0.9932,2.99,13,6
7.7,0.23,10.8,95,0.99164,2.93,13.6,6
6.8,0.33,1.3,87,0.98987,3.08,12.3,7
7.2,0.34,2,171,0.98947,3.25,13.3,7
6.6,0.29,1.8,102,0.98819,3.08,13.7,7
7.5,0.41,1.2,131,0.99133,3.19,11.1,5
6.9,0.62,7.5,132,0.99143,3.23,13.4,7
5.9,0.24,3.8,152,0.99139,3.31,11.3,7
6.6,0.41,7.2,178,0.99537,3.2,9.4,5
5.3,0.27,6.3,132,0.99186,3.37,11.6,6
5.3,0.27,6.3,132,0.99186,3.37,11.6,6
8.9,0.28,0.8,128,0.98984,3.01,12.4,6
7.6,0.29,8.6,146,0.9963,3.11,9.8,6
7.1,0.27,3.1,134,0.9897,3.26,13.1,7
7.2,0.35,7.2,178,0.9955,3.14,9.7,5
6.4,0.44,7.1,179,0.99528,3.15,9.2,5
7.2,0.46,6.4,85,0.99279,3.1,11.7,6
6.6,0.3,14.7,136,0.99704,3.14,10.6,6
7.2,0.35,7.2,178,0.9955,3.14,9.7,5
6.4,0.44,7.1,179,0.99528,3.15,9.2,5
7.2,0.28,1.9,92,0.9914,3.1,10.9,6
6.5,0.25,4.8,128,0.99074,3.17,12.2,7
7.2,0.31,1.2,80,0.98892,3.03,12.7,6
7.8,0.25,3.4,99,0.98959,2.98,13,6
8.1,0.27,4.3,123,0.99212,3.16,11.2,6
6.6,0.37,8.5,153,0.99576,3.2,9.4,6
6,0.2,1.8,159,0.9919,3.41,11,6
6,0.2,1.8,159,0.9919,3.41,11,6
7.3,0.29,19.5,237,1.00037,3.1,9.2,6
6.6,0.37,8.5,153,0.99576,3.2,9.4,6
7.3,0.29,19.9,237,1.00037,3.1,9.2,6
6.2,0.19,8.3,142,0.992,3.22,12.3,6
6,0.2,1.8,159,0.9919,3.41,11,6
7.2,0.32,1.1,116,0.99218,3.04,10,6
5.7,0.22,16.65,110,0.99855,3.24,9,6
5.7,0.22,16.65,110,0.99855,3.24,9,6
5.7,0.22,16.65,110,0.99855,3.24,9,6
8.1,0.28,0.9,87,0.99062,2.92,11.1,6
5.8,0.15,6.1,123,0.99362,3.06,9.9,6
8.1,0.28,0.9,87,0.99062,2.92,11.1,6
5.7,0.22,16.65,110,0.99855,3.24,9,6
7.5,0.24,3.85,34,0.99098,3.01,11.8,4
7,0.12,4.5,86,0.99398,2.86,9,5
7.6,0.34,3.2,162,0.9903,3.01,12.4,6
7,0.12,4.5,86,0.99398,2.86,9,5
8,0.27,9.7,85,0.99406,2.99,11.2,6
7.6,0.28,4.2,112,0.9906,3,12.6,6
6.9,0.27,4.2,80,0.99089,3.12,11.5,6
7.8,0.34,1.1,93,0.99096,3.07,11.3,7
8,0.27,9.7,85,0.99406,2.99,11.2,6
6.9,0.27,4.2,80,0.99089,3.12,11.5,6
7.6,0.28,4.2,112,0.9906,3,12.6,6
7.8,0.4,1.6,87,0.9911,3.15,11.9,6
8.1,0.21,1.6,119,0.99396,3.18,10.1,6
6.8,0.28,1.1,112,0.99089,3.15,11,7
7.4,0.36,14.6,161,0.9968,3.14,10.6,5
7.3,0.27,2.6,120,0.99138,3.04,11.3,7
6.7,0.22,1.2,124,0.99098,3.1,11.2,4
7.4,0.28,7.25,78,0.99238,2.94,11.5,7
7.5,0.21,6.55,143,0.99244,2.92,11.1,5
7.2,0.24,7,130,0.99176,3.14,12.8,7
6.3,0.32,1.5,76,0.98993,3.3,12.3,6
7.7,0.3,1.4,102,0.9929,3.26,10.4,6
7.4,0.28,7.25,78,0.99238,2.94,11.5,7
7,0.35,1,104,0.98988,3.16,11.7,7
5.8,0.28,4.2,158,0.992,3.35,10.7,7
6.6,0.35,1.5,107,0.99006,3.18,12,7
6.4,0.36,1.3,186,0.99211,3.31,10.8,5
5.6,0.27,3.9,158,0.99202,3.35,10.7,7
5.6,0.28,4.2,158,0.992,3.35,10.7,7
6.8,0.32,7.6,107,0.99332,3.12,10.7,7
7.2,0.29,1,123,0.98958,3.12,12.1,7
6.6,0.28,1.1,108,0.98939,3,11.9,7
6.6,0.28,11.8,137,0.99492,3.18,10.8,6
5.8,0.24,1.4,169,0.99043,3.59,12.3,7
6.6,0.38,9.7,226,0.99787,3.3,9.4,6
6.8,0.3,12.9,88,0.99654,3.2,9.9,6
6.6,0.24,1.6,140,0.99304,3.35,10.4,7
6.6,0.24,7.2,137,0.9952,3.35,10.4,6
7,0.27,7.1,122,0.99165,3.15,12.6,7
7.4,0.23,1.9,69,0.9892,2.93,12.5,6
6.7,0.48,8.8,167,0.99628,3.04,9.4,5
6.4,0.24,7.2,151,0.99604,3.11,9.2,5
6.8,0.18,1.4,90,0.99164,3.27,11.2,6
7,0.25,14.3,149,0.998,2.91,9.2,6
7,0.25,14.3,149,0.998,2.91,9.2,6
6.7,0.48,8.8,167,0.99628,3.04,9.4,5
6.8,0.18,1.4,90,0.99164,3.27,11.2,6
6.8,0.18,1.8,114,0.99226,3.27,10.8,6
7,0.25,14.3,149,0.998,2.91,9.2,6
6.4,0.24,7.2,151,0.99604,3.11,9.2,5
7.2,0.3,1.2,95,0.98914,2.96,12.5,6
7.7,0.61,11.8,188,0.99794,3,9.3,5
7,0.33,0.9,117,0.99048,3.21,11.4,5
7.1,0.24,12.6,118,0.99726,3.04,10,7
7.1,0.24,12.6,118,0.99726,3.04,10,7
7.2,0.3,1.2,95,0.98914,2.96,12.5,6
6.6,0.28,6.1,93,0.99054,3.19,12.8,7
7.7,0.61,11.8,188,0.99794,3,9.3,5
7,0.33,0.9,117,0.99048,3.21,11.4,5
6.6,0.25,8,124,0.99362,3.06,10.8,6
6.6,0.25,8,124,0.99362,3.06,10.8,6
6.5,0.51,17.6,125,0.99966,3.2,8.8,6
6.6,0.25,8,124,0.99362,3.06,10.8,6
7.6,0.27,8.8,156,0.99442,3.08,11,7
6.5,0.39,1.4,66,0.99089,3.25,11.3,7
8.7,0.34,4.8,127,0.99474,3.12,11.2,7
6.4,0.32,2.4,89,0.99008,3.24,12.5,7
6.7,0.32,3.7,99,0.99348,3.12,10,6
6.8,0.33,4.9,130,0.99283,3.12,11,6
6.8,0.33,4.9,130,0.99283,3.12,11,6
6.4,0.23,2,133,0.9908,3.12,11.4,7
5.9,0.28,5.1,139,0.99165,3.16,11.3,6
7.2,0.22,4.5,73,0.99076,2.97,12.2,7
6.4,0.24,3.2,95,0.98942,2.9,12.6,7
7.3,0.25,6.65,138,0.99244,2.9,11.1,5
7,0.37,1.6,126,0.99058,3.26,12.3,6
6.9,0.6,4,122,0.99255,2.92,10.4,4
6.3,0.17,17.75,190,0.99916,3.13,8.8,6
6.6,0.33,1.4,109,0.99306,3.27,9.5,6
6.3,0.17,17.75,190,0.99916,3.13,8.8,6
6.8,0.32,7.2,109,0.99498,3.42,10.4,6
6.8,0.26,5.7,130,0.99,3.11,13,7
7.1,0.28,8.5,191,0.99338,3.16,12.2,7
5.7,0.47,11.4,128,0.99456,3.03,10.5,8
5.8,0.3,5.4,149,0.9926,3.33,10.8,7
5.4,0.16,2.7,128,0.98856,3.2,13.2,8
5.8,0.28,4.3,115,0.98946,3.16,13,8
6.7,0.39,1.2,152,0.99346,3.5,10,6
6.5,0.31,1.3,145,0.98944,3.16,12.4,6
5,0.54,5.7,155,0.98976,3.27,12.9,8
5.4,0.16,2.7,128,0.98856,3.2,13.2,8
6.8,0.26,11.7,152,0.99523,3.02,10.5,7
5.8,0.28,4.3,115,0.98946,3.16,13,8
6.5,0.26,11,82,0.99402,3.07,11.2,5
5.9,0.32,1.6,102,0.98916,3.41,12.7,7
6.2,0.18,11.6,155,0.99655,3.14,9.4,6
6.8,0.29,6.2,95,0.99071,3.03,12.9,7
7.3,0.29,1.8,74,0.98889,2.96,13,8
5.4,0.3,1.2,93,0.98742,3.31,13.6,7
6.6,0.2,1,112,0.99336,3.32,9.1,5
5.6,0.19,2.4,166,0.992,3.25,10.4,6
5.3,0.3,1.2,93,0.98742,3.31,13.6,7
7.2,0.25,18.8,111,1.00044,3.1,8.7,5
7.1,0.27,9.6,105,0.99444,3.04,10.5,7
6.8,0.41,12.9,183,0.99742,3.24,10.2,6
7,0.26,9.2,122,0.99228,3.06,12.5,8
6.4,0.44,1.2,122,0.99058,3.11,11.3,7
6.8,0.41,12.9,183,0.99742,3.24,10.2,6
6.8,0.3,8,122,0.99164,3.13,12.6,7
6.8,0.41,12.9,183,0.99742,3.24,10.2,6
7.6,0.37,1.6,177,0.99438,3.09,9.8,5
6,0.27,12,98,0.99402,3.15,10.8,5
7.1,0.35,2.5,186,0.99128,3.32,12.5,6
7,0.26,9.2,122,0.99228,3.06,12.5,8
5.6,0.24,4.4,150,0.991,3.3,11.5,7
7.4,0.26,8.8,112,0.9931,2.98,11.4,6
7.1,0.27,9.6,105,0.99444,3.04,10.5,7
6.8,0.3,8,122,0.99164,3.13,12.6,7
7.2,0.25,18.8,111,1.00044,3.1,8.7,5
6.4,0.4,1.3,146,0.99112,3.17,11,6
6.4,0.44,1.2,122,0.99058,3.11,11.3,7
6.8,0.41,12.9,182,0.99742,3.24,10.2,6
6.3,0.34,1.2,96,0.98961,3.06,11.6,6
7.6,0.37,1.6,177,0.99438,3.09,9.8,5
7,0.27,1.5,145,0.99344,3.1,10.1,5
6.6,0.22,18.15,139,0.99904,3.06,9.2,5
7.5,0.31,13.1,180,0.99884,3.05,9.1,6
7.5,0.31,13.1,180,0.99884,3.05,9.1,6
7.5,0.31,13.1,180,0.99884,3.05,9.1,6
7.5,0.31,13.1,180,0.99884,3.05,9.1,6
6.6,0.34,1,79,0.98949,2.96,11.7,6
6.7,0.43,1.6,114,0.99014,3.23,12.6,6
7.7,0.46,11.8,183,0.99786,2.86,9,5
6.7,0.09,1.4,141,0.99206,3.12,10.1,5
7.5,0.31,13.1,180,0.99884,3.05,9.1,6
6.3,0.18,10.6,159,0.99666,3.09,9.2,5
6.6,0.23,10.4,190,0.99754,3.12,8.8,5
8.5,0.3,1.1,95,0.99272,2.83,10,4
6.5,0.38,7.4,196,0.99712,3.47,9.1,6
6.8,0.26,1.2,182,0.99104,3.04,11.2,5
6.3,0.24,3.4,119,0.99373,3.11,9.2,6
6.6,0.22,18.15,139,0.99904,3.06,9.2,5
6.6,0.45,8,200,0.9956,3.18,9.5,5
6.3,0.27,2.5,152,0.99095,3.35,11.9,7
7.7,0.23,2,138,0.99382,3.11,9.8,5
7.7,0.23,2,134,0.99382,3.11,9.8,5
5.7,0.28,6.9,150,0.99299,3.36,10.8,7
5.4,0.33,1.2,122,0.99048,3.37,11.3,6
6.6,0.28,9.4,121,0.99254,3.17,12.1,6
4.8,0.28,2.9,111,0.9902,3.38,11.3,7
5.7,0.28,6.9,150,0.99299,3.36,10.8,7
6.2,0.33,5.4,75,0.99012,3.36,13.5,7
7.5,0.41,1.3,126,0.99293,3.28,10.3,5
6.2,0.2,20.8,184,1.00022,3.11,9,6
7,0.26,10.3,166,0.99382,3.08,11.6,6
7.5,0.41,1.3,126,0.99293,3.28,10.3,5
6.5,0.34,1.6,116,0.98954,3.21,12.5,6
6,0.29,13.1,125,0.99936,3.39,8.6,5
6.5,0.48,8,88,0.99144,3.22,12.7,4
5.6,0.18,1.4,135,0.99174,3.32,10.2,6
7,0.28,14.7,149,0.99792,2.96,9,7
7,0.28,14.7,149,0.99792,2.96,9,7
7,0.28,14.7,149,0.99792,2.96,9,7
7,0.28,14.7,149,0.99792,2.96,9,7
7,0.28,14.7,149,0.99792,2.96,9,7
7,0.28,14.7,149,0.99792,2.96,9,7
7,0.28,14.7,149,0.99792,2.96,9,7
7.4,0.28,1.8,121,0.99043,3.02,11.9,5
6.8,0.3,10.6,194,0.99654,2.89,9,6
6.2,0.25,12.5,134,0.99758,3.3,9,5
6.3,0.29,6.8,143,0.99374,3.43,11,6
7,0.28,14.7,149,0.99792,2.96,9,7
5.5,0.23,2.9,108,0.99243,3.28,10,5
6.5,0.34,1.4,184,0.99216,3.29,10.7,5
6.6,0.33,1.4,183,0.99215,3.29,10.7,5
5.4,0.15,2.1,130,0.98953,3.39,13.4,8
7.8,0.32,7.4,124,0.99278,2.99,11,6
5.5,0.23,2.9,108,0.99243,3.28,10,5
6.5,0.34,1.4,184,0.99216,3.29,10.7,5
6.6,0.33,1.4,183,0.99215,3.29,10.7,5
7.8,0.32,7.4,124,0.99278,2.99,11,6
7.8,0.32,5,101,0.99186,2.99,11,6
6.1,0.28,2.5,98,0.99072,3.16,11.1,7
7.4,0.35,6.1,40,0.99244,2.79,10.9,5
6.7,0.24,2.7,80,0.99084,3.03,11.5,5
5.4,0.15,2.1,130,0.98953,3.39,13.4,8
6.9,0.17,12.9,186,0.99754,3.08,9.4,5
6.9,0.17,12.9,186,0.99754,3.08,9.4,5
6.9,0.17,12.9,186,0.99754,3.08,9.4,5
6.3,0.29,13.7,134,0.99567,3.17,10.6,6
6.9,0.17,12.9,186,0.99754,3.08,9.4,5
7.4,0.31,2.4,143,0.99094,3.03,12,4
6.1,0.28,9.8,125,0.99532,3.14,10.2,6
6.3,0.29,13.7,134,0.99567,3.17,10.6,6
6.7,0.39,12.1,248,0.99794,3.31,9.7,5
6.5,0.28,6.1,103,0.99122,3.24,12.2,6
6.9,0.31,7.7,135,0.99226,3.11,12.3,5
6.5,0.28,6.1,103,0.99122,3.24,12.2,6
6.3,0.3,1.4,100,0.99099,3.42,11.4,7
6.5,0.45,7.7,97,0.99134,3.2,12.7,7
6.7,0.39,12.1,248,0.99794,3.31,9.7,5
7.4,0.29,6.8,113,0.99338,3.13,10.8,6
7.6,0.3,9.2,96,0.9938,3.08,11,6
6.4,0.45,8.3,196,0.9955,3.18,9.5,5
6.5,0.27,17.4,140,0.99776,3.2,10.1,6
5.6,0.31,2.7,100,0.98964,3.46,13.2,7
7.4,0.48,12.8,182,0.99808,3.02,8.8,5
6.4,0.44,8.2,201,0.99551,3.18,9.5,5
6.6,0.52,8.1,202,0.99548,3.18,9.5,5
6.6,0.52,8.2,191,0.99541,3.16,9.5,6
6.4,0.45,8.3,196,0.9955,3.18,9.5,5
6.5,0.5,8,197,0.99536,3.18,9.5,5
6.8,0.3,11.8,133,0.99524,3.03,10.4,6
6.3,0.26,12,170,0.9961,3.14,9.9,6
5.5,0.45,1.7,113,0.99224,3.22,10,5
6.5,0.27,17.4,140,0.99776,3.2,10.1,6
6.6,0.29,13.9,95,0.99702,3.17,9.4,6
7,0.21,10.7,91,0.99657,3.03,9.3,5
7.9,0.39,2,138,0.99176,3.05,10.9,5
